Type,Title,Last Visited,Host
Issue,chore: upgrade ESLint back to v10 once plugin support lands,2026-03-01T15:55:52Z,github.com
Pull Request,Daily PR Review Summary - 2026-03-01,2026-03-01T10:58:57Z,github.com
Pull Request,Daily PR Review Summary - 2026-02-28,2026-03-01T04:39:46Z,github.com
Pull Request,fix(sarif): strip partialFingerprints before upload to prevent fingerprint warnings,2026-02-28T09:00:03Z,github.com
Pull Request,fix(ci): prevent SARIF upload when merge step fails to stay under 20-run limit,2026-02-28T08:59:03Z,github.com
Pull Request,fix: resolve Lighthouse CI failures,2026-02-28T08:50:36Z,github.com
Pull Request,Daily PR Review Summary - 2026-02-27,2026-02-27T13:11:33Z,github.com
Pull Request,"Fix code style: use nullish coalescing, optional chaining, and arrow function braces",2026-02-28T12:26:48Z,github.com
Pull Request,fix: enforce coverage requirements and fix misleading config comments,2026-02-28T11:32:25Z,github.com
Pull Request,chore(deps-dev): bump minimatch from 3.1.2 to 3.1.5,2026-02-27T04:50:28Z,github.com
Pull Request,docs: daily PR review summary 2026-02-26,2026-02-26T11:20:22Z,github.com
Pull Request,chore(deps): bump rollup from 4.57.1 to 4.59.0,2026-02-26T17:00:03Z,github.com
Pull Request,chore(deps): bump basic-ftp from 5.1.0 to 5.2.0,2026-02-26T08:56:13Z,github.com
Pull Request,Daily PR Review Summary - 2026-02-24,2026-02-25T10:47:17Z,github.com
Pull Request,[WIP] Fix downgrade eslint and @eslint/js for plugin compatibility,2026-02-26T18:56:33Z,github.com
Pull Request,Pin GitHub Actions to specific commit SHAs for security,2026-02-25T12:20:58Z,github.com
Pull Request,Daily PR Review Summary - 2026-02-22,2026-02-23T11:26:48Z,github.com
Pull Request,ci: bump github/codeql-action from 4.32.3 to 4.32.4,2026-02-23T11:01:27Z,github.com
Pull Request,chore(deps-dev): bump the development-dependencies group across 1 directory with 6 updates,2026-02-23T16:45:07Z,github.com
Pull Request,feat(analytics): implement Fathom Analytics provider,2026-02-23T16:07:38Z,github.com
Pull Request,fix: downgrade eslint and @eslint/js from v10 to v9 for plugin compatibility,2026-03-01T17:21:16Z,github.com
Pull Request,Remove console.warn from safeNavigate to avoid production log clutter,2026-02-27T16:47:35Z,github.com
Pull Request,chore(deps-dev): bump the development-dependencies group across 1 directory with 5 updates,2026-02-23T09:44:54Z,github.com
Pull Request,fix: add .npmrc with legacy-peer-deps to fix Vercel deployment,2026-02-23T19:52:16Z,github.com
Pull Request,Potential fix for code scanning alert no. 5671: Workflow does not contain permissions,2026-02-23T16:49:33Z,github.com
Pull Request,Pin third-party GitHub Actions to full commit SHAs,2026-02-27T04:01:00Z,github.com
Pull Request,Fix open redirect vulnerability in safeNavigate() (#2305),2026-02-24T06:31:26Z,github.com
Pull Request,fix: downgrade eslint and @eslint/js from v10 to v9 to resolve peer dependency conflicts,2026-02-26T18:58:47Z,github.com
Pull Request,fix(ci): use codecov/test-results-action for JUnit XML upload,2026-02-25T04:18:15Z,github.com
Pull Request,Fix ESLint peer dependency conflict by downgrading from v10 to v9.39.2,2026-02-27T04:40:46Z,github.com
Commit,Merge pull request #503 from shazzar00ni/claude/fix-eslint-dependency-rWu0p,2026-02-28T22:03:13Z,github.com
Commit,"fix: resolve merge conflicts with main, accept exact eslint 9.39.2 pins",2026-02-28T22:02:39Z,github.com
Commit,"fix: resolve merge conflicts with main, keep eslint at v9",2026-02-28T21:58:37Z,github.com
Commit,Merge pull request #502 from shazzar00ni/claude/remove-console-warning-ChosH,2026-02-27T16:42:49Z,github.com
Commit,Merge branch 'main' into claude/remove-console-warning-ChosH,2026-02-27T16:40:41Z,github.com
Commit,Move @testing-library/dom from dependencies to devDependencies,2026-02-27T16:39:51Z,github.com
Commit,Add SSR test for safeNavigate when window is undefined,2026-02-27T16:31:47Z,github.com
Commit,Merge pull request #463 from shazzar00ni/claude/fix-eslint-dependency-Chofg,2026-02-27T04:40:44Z,github.com
Commit,Merge origin/main into claude/fix-eslint-dependency-Chofg,2026-02-27T04:27:04Z,github.com
Commit,Merge pull request #284 from shazzar00ni/claude/setup-lighthouse-ci-Xaoow,2026-02-27T04:10:40Z,github.com
Commit,fix: resolve npm audit vulnerabilities,2026-02-27T04:06:10Z,github.com
Commit,style: fix Prettier formatting issues,2026-02-27T04:04:06Z,github.com
Commit,Merge branch 'main' into claude/setup-lighthouse-ci-Xaoow,2026-02-27T04:01:39Z,github.com
Commit,Merge pull request #487 from shazzar00ni/claude/pin-github-action-sha-M2tVi,2026-02-27T04:00:22Z,github.com
Commit,Fix Prettier formatting in 7 files,2026-02-27T03:59:39Z,github.com
Commit,test: add comprehensive tests for Lighthouse script and Icon component,2026-02-27T03:57:25Z,github.com
Commit,Fix review findings: use centralized monitoring and correct SHA comments,2026-02-26T18:53:49Z,github.com
