Type,Title,Last Visited,Host
Pull Request,[Snyk] Security upgrade react-router-dom from 7.9.6 to 7.12.0,2026-01-20T08:07:07Z,github.com
Pull Request,"PR Review Summary - July 26th, 2024",2026-01-25T10:19:31Z,github.com
Pull Request,Configure Vitest coverage for Codacy integration,2026-01-25T03:26:11Z,github.com
Pull Request,Fix icon-related test failures in Pricing and Comparison components,2026-01-25T03:25:44Z,github.com
Issue,New tests for the `Pricing` and `Comparison` components,2026-01-24T12:21:00Z,github.com
Pull Request,PR Review Summary for 2026-01-24,2026-01-24T12:02:30Z,github.com
Pull Request,chore(deps): bump lodash from 4.17.21 to 4.17.23,2026-01-24T08:02:54Z,github.com
Issue,Ensure `srcset` or `picture` elements implemented,2026-01-22T17:56:47Z,github.com
Issue,Implement responsive images,2026-01-22T17:56:43Z,github.com
Issue,WebP versions for PNG icons (potential 25-35% size reduction),2026-01-22T17:56:28Z,github.com
Pull Request,"PR Review Summary - January 22nd, 2026",2026-01-22T18:07:58Z,github.com
Pull Request,chore(deps-dev): bump lodash-es from 4.17.22 to 4.17.23,2026-01-25T03:26:40Z,github.com
Pull Request,Fix Codacy ESLint Configuration Issue,2026-01-22T18:12:28Z,github.com
Pull Request,Fix icon query selector issues in tests,2026-01-25T03:39:25Z,github.com
Pull Request,Fix keyboard navigation in Header tests,2026-01-24T17:30:24Z,github.com
Pull Request,fix(tests): update component tests after Icon refactor,2026-01-25T03:43:07Z,github.com
Pull Request,[WIP] Update vitest from 4.0.16 to 4.0.17,2026-01-24T08:04:02Z,github.com
Pull Request,Fix icon fallbacks and text content mismatches,2026-01-25T03:49:08Z,github.com
Pull Request,chore(deps): upgrade CodeQL action to v4.31.10 across all workflows,2026-01-20T16:08:57Z,github.com
Pull Request,"PR Review Summary - January 20th, 2026",2026-01-21T16:04:27Z,github.com
Pull Request,ci: bump github/codeql-action from 3.24.9 to 4.31.10,2026-01-20T13:13:44Z,github.com
Pull Request,chore(deps-dev): bump prettier from 3.7.4 to 3.8.0,2026-01-20T16:09:56Z,github.com
Pull Request,chore(deps-dev): bump terser from 5.44.1 to 5.46.0,2026-01-20T13:06:37Z,github.com
Pull Request,chore(deps-dev): bump vitest from 4.0.16 to 4.0.17,2026-01-20T16:13:15Z,github.com
Pull Request,chore(deps-dev): bump @vitest/coverage-v8 from 4.0.16 to 4.0.17,2026-01-19T10:30:39Z,github.com
Pull Request,chore(deps): bump @sentry/react from 10.32.1 to 10.34.0,2026-01-19T10:30:17Z,github.com
Pull Request,chore(deps-dev): bump the development-dependencies group with 3 updates,2026-01-20T13:19:05Z,github.com
Pull Request,Update PR Review Summary,2026-01-19T10:29:42Z,github.com
Pull Request,Update PR Review Summary,2026-01-21T16:05:58Z,github.com
Pull Request,"feat: Add daily PR review summary for July 30th, 2024",2026-01-22T00:19:46Z,github.com
Pull Request,PR Review Summary,2026-01-21T16:09:39Z,github.com
Commit,Merge pull request #351 from shazzar00ni/claude/fix-icon-text-issues-ysHrf,2026-01-25T03:49:07Z,github.com
Commit,Merge pull request #366 from shazzar00ni/claude/setup-vitest-coverage-oxSXu,2026-01-25T03:25:14Z,github.com
Commit,Align Codacy coverage thresholds with Vitest config,2026-01-25T03:19:16Z,github.com
Commit,Fix npm audit vulnerabilities with undici override,2026-01-24T12:51:12Z,github.com
Commit,Align exclude patterns between Vitest and Codacy configs,2026-01-24T12:47:25Z,github.com
Commit,Update .codacy.yml,2026-01-24T12:46:43Z,github.com
Commit,Fix code formatting with Prettier,2026-01-24T12:44:44Z,github.com
Commit,Configure Vitest coverage for Codacy integration,2026-01-24T08:47:00Z,github.com
Commit,fix: remove unused container variables in ThemeToggle tests,2026-01-24T08:07:49Z,github.com
Commit,Merge pull request #362 from shazzar00ni/dependabot/npm_and_yarn/lodash-4.17.23,2026-01-24T08:02:52Z,github.com
