Type,Title,Last Visited,Host
Pull Request,feat: Add AGENTS.md for agentic coding guidelines,2026-01-14T14:11:23Z,github.com
Pull Request,Update PR Review Summary,2026-01-18T10:13:15Z,github.com
Pull Request,"feat: Add daily PR review summary for July 30th, 2024",2026-01-17T10:27:23Z,github.com
Pull Request,PR Review Summary,2026-01-16T10:18:45Z,github.com
Pull Request,"Add Project Architecture Blueprint with introduction, principles, and metadata",2026-01-16T06:18:20Z,github.com
Pull Request,Fix CodeQL Action deprecation and SARIF upload category conflicts,2026-01-15T09:48:45Z,github.com
Pull Request,Fix AGENTS.md to reflect landing page repository structure,2026-01-15T07:35:32Z,github.com
Pull Request,Fix path traversal vulnerability in build scripts,2026-01-15T09:28:53Z,github.com
Pull Request,Fix ReDoS vulnerability in Comparison test with string matcher,2026-01-16T14:36:47Z,github.com
Pull Request,Fix command injection vulnerability in branch protection workflow,2026-01-16T05:12:44Z,github.com
Pull Request,Fix command injection vulnerability in sitemap generation,2026-01-16T14:32:20Z,github.com
Pull Request,Update AGENTS.md with project-specific implementation details,2026-01-16T09:36:29Z,github.com
Pull Request,feat: Complete WCAG 2.1 AA accessibility audit with comprehensive documentation,2026-01-16T20:14:13Z,github.com
Pull Request,feat: Add daily PR review summary,2026-01-16T07:29:46Z,github.com
Pull Request,refactor: extract test helpers and add Font Awesome data-prefix validation,2026-01-16T14:23:50Z,github.com
Pull Request,fix: improve OfflinePage test specificity and icon semantics,2026-01-16T13:20:58Z,github.com
Pull Request,Refactor Hero tests: consolidate scroll mock setup and fix assertion consistency,2026-01-16T05:53:34Z,github.com
Pull Request,"Fix prototype pollution vulnerabilities in analytics, Icon component, and enforce nullish coalescing",2026-01-18T04:39:04Z,github.com
Issue,Address and resolve the issues mentioned in this code review in the PR. ,2026-01-16T20:28:40Z,github.com
Pull Request,Fix security audit findings in test files,2026-01-18T11:37:29Z,github.com
Pull Request,Add tests for analytics utilities,2026-01-17T06:13:31Z,github.com
Pull Request,Rewrite Hero tests and fix FAQ timer,2026-01-18T12:00:42Z,github.com
Pull Request,Fix Deployment Error in Privacy.tsx,2026-01-12T13:28:04Z,github.com
Pull Request,"Remove legacy ESLint config, update Codacy to use ESLint 9 engine",2026-01-14T06:51:57Z,github.com
Issue,Fix Codacy configuration,2026-01-14T06:51:58Z,github.com
Pull Request,ci: bump browser-actions/setup-chrome from 1 to 2,2026-01-12T12:41:03Z,github.com
Pull Request,ci: bump actions/labeler from 5 to 6,2026-01-12T12:40:01Z,github.com
Pull Request,ci: bump codacy/codacy-analysis-cli-action from 1.1.0 to 4.4.7,2026-01-12T12:52:41Z,github.com
Pull Request,chore(deps-dev): bump the development-dependencies group with 3 updates,2026-01-12T12:53:38Z,github.com
Pull Request,docs: Add daily PR review summary,2026-01-12T13:05:27Z,github.com
Pull Request,Fix Icon component fallback rendering and missing aria-labels,2026-01-14T06:54:05Z,github.com
Commit,Merge pull request #330 from shazzar00ni/copilot/update-agents-md-file,2026-01-16T09:36:10Z,github.com
Commit,Merge pull request #328 from shazzar00ni/feat/daily-pr-review-summary-16531038218463086895,2026-01-16T07:29:44Z,github.com
Commit,"Clarify downloads.ts links to full app, not landing page",2026-01-16T05:44:11Z,github.com
Commit,Fix consistency: add 'inject dates' to npm run build description,2026-01-16T05:40:05Z,github.com
Commit,Merge pull request #336 from shazzar00ni/copilot/fix-codacy-config,2026-01-15T09:43:46Z,github.com
Commit,Update .github/workflows/eslint.yml,2026-01-15T09:42:52Z,github.com
Commit,Update .github/workflows/codacy.yml,2026-01-15T09:42:35Z,github.com
Commit,Merge main: resolve conflicts by keeping comprehensive AGENTS.md documentation,2026-01-15T09:37:31Z,github.com
Commit,Merge pull request #334 from shazzar00ni/copilot/resolve-path-traversal-issue,2026-01-15T09:28:50Z,github.com
Commit,"Fix AGENTS.md: remove non-existent commands, correct font info, clarify Pricing component status",2026-01-15T07:53:32Z,github.com
Commit,Merge pull request #335 from shazzar00ni/copilot/fix-agents-md-file,2026-01-15T07:34:07Z,github.com
Commit,Address code review feedback: convert tests to Vitest and improve validation order,2026-01-14T21:11:52Z,github.com
Commit,Fix Codacy config: update CodeQL Action to v4 and add unique categories,2026-01-14T21:06:33Z,github.com
Commit,Initial plan,2026-01-14T21:03:27Z,github.com
Commit,Add security scanner suppressions for false positive path traversal warnings,2026-01-14T20:58:21Z,github.com
Commit,Apply Prettier formatting to AGENTS.md,2026-01-14T20:57:30Z,github.com
Commit,Fix AGENTS.md to accurately reflect landing page repository,2026-01-14T20:56:11Z,github.com
Commit,Update scripts/path-utils.js,2026-01-14T20:54:59Z,github.com
Commit,Initial plan,2026-01-14T20:51:40Z,github.com
Commit,Improve baseDir validation to match error message,2026-01-14T14:49:31Z,github.com
Commit,Add input validation for path security function,2026-01-14T14:47:57Z,github.com
Commit,Fix edge case in path validation for base directory equality,2026-01-14T14:46:13Z,github.com
Commit,Refactor path validation to shared utility module,2026-01-14T14:44:14Z,github.com
Commit,Fix cross-platform path separator compatibility in path validation,2026-01-14T14:42:35Z,github.com
Commit,Add path traversal protection to icon and mockup generation scripts,2026-01-14T14:39:47Z,github.com
Commit,Initial plan,2026-01-14T14:34:06Z,github.com
Commit,Format AGENTS.md with Prettier for consistency,2026-01-14T14:19:54Z,github.com
Commit,Update AGENTS.md with project-specific details and implementation,2026-01-14T14:19:03Z,github.com
Commit,Initial plan,2026-01-14T14:12:36Z,github.com
Commit,Add agent instructions and coding guidelines,2026-01-14T14:11:29Z,github.com
