Type,Title,Last Visited,Host
Pull Request,Add persistent memory system for Claude Code sessions,2026-03-22T18:15:04Z,github.com
Pull Request,chore(deps-dev): bump flatted from 3.4.1 to 3.4.2,2026-03-22T12:40:54Z,github.com
Pull Request,Add CodeQL workflow using Node.js 24 compatible actions,2026-03-21T12:11:35Z,github.com
Pull Request,fix(build): switch Vite 8 minifier from esbuild to oxc,2026-03-21T12:07:07Z,github.com
Pull Request,Daily PR Review Summary - 2026-03-21,2026-03-21T10:28:41Z,github.com
Pull Request,fix: restrict spawnSync PATH to immutable system dirs to close S4036,2026-03-21T11:34:20Z,github.com
Pull Request,Daily PR Review Summary - 2026-03-20,2026-03-20T10:26:34Z,github.com
Pull Request,fix: replace execSync with spawnSync to prevent shell injection in sitemap generator,2026-03-21T11:39:23Z,github.com
Pull Request,fix: switch minifier from esbuild to oxc for Vite 8 compatibility,2026-03-20T05:14:28Z,github.com
Pull Request,fix: add timeout-minutes to Codacy Security Scan job,2026-03-20T05:12:54Z,github.com
Pull Request,Security and type safety improvements,2026-03-20T04:44:37Z,github.com
Pull Request,Add comprehensive INP tracking tests with edge cases,2026-03-20T05:34:14Z,github.com
Pull Request,Fix Codacy SARIF upload by disabling auto-upload and merging runs,2026-03-19T21:50:38Z,github.com
Pull Request,Configure SonarCloud analysis for paperlyte-v2 project,2026-03-19T22:33:53Z,github.com
Pull Request,Switch Icon component to use custom SVG paths instead of FontAwesome fallback,2026-03-19T23:05:50Z,github.com
Pull Request,Daily PR Review Summary - 2026-03-19,2026-03-19T10:50:28Z,github.com
Pull Request,Daily PR Review Summary - 2026-03-18,2026-03-18T10:52:49Z,github.com
Pull Request,fix: skip SonarCloud analysis when SONAR_TOKEN is not configured,2026-03-19T22:32:25Z,github.com
Pull Request,fix: resolve merge conflicts — bump @vitejs/plugin-react 5.1.4 → 6.0.1 on top of main,2026-03-18T10:10:14Z,github.com
Pull Request,"Fix 4 failing icon tests: add `data-icon` to FA fallback, register missing icons, correct Features selector",2026-03-17T11:53:02Z,github.com
