Type,Title,Last Visited,Host
Pull Request,test(flaky): fix Hero.test.tsx.Hero > Rendering > should render the main headline,2026-05-10T22:52:39Z,github.com
Pull Request,CodeRabbit Generated Unit Tests: Add unit tests,2026-05-10T13:22:23Z,github.com
Pull Request,"Daily PR Audit and Maintenance Infrastructure Restoration (May 10, 2026)",2026-05-10T11:21:35Z,github.com
Pull Request,Automated Daily PR Audit and Review System,2026-05-09T12:10:54Z,github.com
Pull Request,Reconcile PR #720 review findings with current branch state,2026-05-09T09:44:18Z,github.com
Pull Request,Narrow CTA dark-mode PR scope and isolate CTA scroll tests,2026-05-09T10:07:45Z,github.com
Pull Request,fix: remove workflow_dispatch inputs to satisfy Checkov CKV_GHA_7,2026-05-09T09:19:43Z,github.com
Pull Request,fix: resolve stale CSSlint code-scanning alert blocking PRs,2026-05-09T09:19:37Z,github.com
Pull Request,fix: replace unsafe dynamic easing method dispatch in CounterAnimation,2026-05-09T08:31:56Z,github.com
Issue,fix: Ensure navigation.ts security helpers are present and exported in default branch,2026-05-08T20:16:39Z,github.com
Issue,fix: Add .npmrc to default branch and document registry configuration,2026-05-08T20:16:13Z,github.com
Issue,feat: Add sitemap.xml and robots.txt for SEO crawlability,2026-05-08T20:16:07Z,github.com
Issue,"feat: Integrate Web Vitals (CLS, LCP, FID) reporting alongside existing analytics",2026-05-08T20:16:16Z,github.com
Issue,fix: Ensure dark mode toggle respects system preference and persists across sessions,2026-05-08T20:16:03Z,github.com
Issue,feat: Create Changelog page component with route,2026-05-08T20:15:20Z,github.com
Issue,feat: Add client-side validation and error state handling to EmailCapture component,2026-05-08T20:16:50Z,github.com
Issue,feat: Add comprehensive SEO meta tags and Open Graph support to landing page,2026-05-08T20:16:06Z,github.com
Issue,feat: Replace generic spinner with content-aware loading skeletons for lazy sections,2026-05-08T20:15:54Z,github.com
Issue,feat: Wire up Pricing section with anchor navigation and dedicated route,2026-05-08T20:16:17Z,github.com
Pull Request,Automated Daily PR Review and Audit System,2026-05-08T12:58:33Z,github.com
Pull Request,fix: add valid claude-external-contributor workflow,2026-05-10T13:08:28Z,github.com
Issue,"Update all test files to wrap components with the appropriate React Router
context and adjust assertions for the new 3-column Footer structure.",2026-05-07T11:40:37Z,github.com
Issue,Redesign the Footer component to a dark-themed 3-column layout and integrate React Router `Link` for internal navigation.,2026-05-07T11:37:44Z,github.com
Issue,Update the Privacy and Terms page components with document metadata management and standardized styling.,2026-05-07T11:37:58Z,github.com
Issue,Set up React Router v6 infrastructure,2026-05-07T11:36:15Z,github.com
Pull Request,fix(test): replace deprecated poolOptions with top-level singleFork for Vitest 4,2026-05-08T19:52:32Z,github.com
Pull Request,"Daily PR Audit and Maintenance System Hardening - May 7, 2026",2026-05-07T12:17:15Z,github.com
Pull Request,fix: rename localStorage constants to silence false-positive hardcoded-password lint,2026-05-10T10:24:08Z,github.com
Pull Request,fix: close open-redirect in safeNavigate by restricting to same-origin URLs,2026-05-09T17:02:45Z,github.com
Pull Request,fix(ci): remove sonarcloud.yml boilerplate comments causing false-positive secret detection,2026-05-10T01:18:50Z,github.com
