Type,Title,Last Visited,Host
Pull Request,test(flaky): fix Hero.test.tsx.Hero > Rendering > should render the main headline,2026-05-03T22:44:17Z,github.com
Pull Request,Automated Daily PR Audit and Report - 2026-05-03,2026-05-03T12:07:33Z,github.com
Pull Request,Daily PR Audit Summary - 2026-05-02,2026-05-02T11:12:40Z,github.com
Pull Request,fix: remove duplicate size-limit config from package.json,2026-05-02T18:16:08Z,github.com
Pull Request,fix: swap @size-limit/preset-app → @size-limit/file and sync package-lock.json,2026-05-03T06:52:50Z,github.com
Pull Request,Implement Automated Daily PR Audit System,2026-05-01T17:55:10Z,github.com
Pull Request,fix(lighthouse): resolve CI assertion failures for errors-in-console and network-dependency-tree-insight,2026-05-01T12:45:19Z,github.com
Pull Request,"fix: localStorage versioning, useTransition, and analytics idle deferral (#818)",2026-05-02T06:09:56Z,github.com
Issue,Fix Security Alerts,2026-04-30T18:46:42Z,github.com
Pull Request,Daily PR Review and Audit Summary (2026-04-30),2026-04-30T18:04:07Z,github.com
Pull Request,fix(ci): replace Maven build step with npm in dependency-check workflow,2026-04-30T05:32:55Z,github.com
Pull Request,Automated Daily PR Review and Repository Audit System,2026-04-29T19:59:23Z,github.com
Pull Request,fix: disable esbuild bundling for CSS in size-limit check,2026-05-02T07:29:20Z,github.com
Pull Request,fix(ci): use browsers executor for size-check job,2026-04-29T08:26:10Z,github.com
Pull Request,CodeRabbit Generated Unit Tests: Generate unit tests for PR changes,2026-04-30T10:53:25Z,github.com
Pull Request,CodeRabbit Generated Unit Tests: Add unit tests for PR changes,2026-04-29T14:34:32Z,github.com
Pull Request,docs(memory): document undiscovered codebase patterns and conventions,2026-04-29T15:04:20Z,github.com
Pull Request,fix: pin uuid >=14.0.0 to resolve CVE GHSA-w5hq-g745-h8pq,2026-04-29T15:09:33Z,github.com
Pull Request,fix(test): resolve flaky Hero headline test via exact text match,2026-05-01T23:18:29Z,github.com
Pull Request,Automated Daily PR Audit and Review System,2026-04-29T01:24:00Z,github.com
Pull Request,perf: code-split below-the-fold sections and defer Sentry Replay (#816),2026-04-28T19:35:40Z,github.com
Pull Request,ci: bump anthropics/claude-code-action from 1.0.89 to 1.0.107,2026-04-27T20:09:03Z,github.com
Pull Request,ci: bump actions/checkout from 2 to 6,2026-04-27T16:23:19Z,github.com
Pull Request,ci: bump github/codeql-action from 4.35.1 to 4.35.2,2026-04-27T16:23:41Z,github.com
